tweet_id,retweet,text,source,screen_name,name,location,description,followers,following,created_at,created_at_seconds,hashtag1,hashtag2,url1,url2,mention1,mention2,lat,lon
251028502361550849,251024792323510272,"RT @iCelebrityFacts: ""I hope I get to see her [Avalanna] grow up &amp; hear her say she got her first kiss from Justin Bieber."" - Justin ...",web,Sarah_BiebLovat,Beliebers & Lovatics,Rio de Janeiro,"Stay Strong and Never say Never! I am a big fan of Justin Bieber,Demi Lovato and Taylor Swift",48,128,Thu Apr 19 23:08:02 +0000 2012,1348699233.0,,,,,iCelebrityFacts,,,
251028503015870464,251010055112122368,"RT @blinkonthelight: ""Fallece fan de Justin Bieber"" ¿Fan? ¿¡Fan!? ¡Están de broma! Avalanna era una verdadera Belieber. RIP Avalanna.",web,Sol_0705,Sol.Kidrauhl,,I am Belieber. Problem?,170,734,Sun Jan 22 05:39:12 +0000 2012,1348699233.0,,,,,blinkonthelight,,,
251028504223817728,,"Lalalalaala,Justin Bieber,lalalalaallalala","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",UltraWhiteDemon,WhiteDemon,"Venezuela,Carabobo",Soy 'WhiteDemon' En español 'DemonioBlanco' Soy el Demonio De la vida yo decido si vives o mueres apariencia parecerá a un demonio pero soy bueno .#WhiteDemon,36,181,Sat Aug 25 19:32:49 +0000 2012,1348699233.0,,,,,,,,
251028504811024385,,"Falleció una Niña que era fan de Justin Bieber que tenia cáncer, Y tuvo el privilegio de estar Con Justin en sus Últimos meses :(",web,Sol_DayneSolshi,Sol Fazio ,fernando de la mora,SEGUIME y yop te sigo =) ,65,302,Sun Jul 17 18:58:41 +0000 2011,1348699234.0,,,,,,,,
251028504781672448,251027608710545408,"@JAAhetisZAHRA nee, een meisje van 6 die heel erg fan was van justin bieber alleen ze had een speciale vorm van kanker en had niet lang (..)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NOAISDENAAMx,RIP avalanna.,bikinibroek,Proud Belieber. ♥ // follow your dreams . // 3 havo // ajax amsterdam // Justin Drew Bieber .,297,263,Fri Dec 03 19:18:48 +0000 2010,1348699234.0,,,,,JAAhetisZAHRA,,,
251028506346143746,251026332182511616,"RT @RBDManiaco: Sei lá, eu não sou fã de Justin Bieber, mas tenho coração e acho essa tag muito digna. #StayStrongBeliebersFromGenerationRBD",web,rbdesmivida_,← P A R A Í S O ,Brasil...✈...México...✈...L.A ,"3 príncipes, 3 princesas, 6 anjos, 6 heróis, 6 inspirações .. Uma banda e milhões de sentimentos!  ♥♥ // Since: 04/08/2012     ",794,562,Sat Aug 04 12:11:26 +0000 2012,1348699234.0,StayStrongBeliebersFromGenerationRBD,,,,RBDManiaco,,,
251028507189207040,,"I love Andrea Russet, Justin Bieber, Austin Mahone and Christian Beadles.",web,bieber22030,SummerVandermeulen♥,Michigan(:,Beileber and Mahonie[: ♥,16,14,Fri Jul 27 17:48:35 +0000 2012,1348699234.0,,,,,,,,
251028509315702784,251022786548617216,RT @TheBootello: Odio la gente que pide RTs fáciles. RT si odias a Justin Bieber.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ANHQV__Emilio,Emilio Delgado,,"Portero de un edificio Señorial en Desengaño21,Campeon de futbolin tengo una tarjeta. Hasta los cojones de fregar el rellano. MUERTE A LOS DE LA PROPAGANDA!",359,190,Wed Aug 22 00:14:44 +0000 2012,1348699235.0,,,,,TheBootello,,,
251028509445734400,250984182749212672,RT @demiraejepsen: look at this beautiful angel &amp; that smile she put on Justin's face. We will never forget Mrs Bieber♥ http://t.co/ ...,web,SomerhalderM,Melii Directioner,,I'm Directioner and I proud of that!I will always be Directioner. :) 18/9/2012 @MollyTDeakin follows me!Thank you! :) 3,923,2000,Sun Oct 02 20:24:59 +0000 2011,1348699235.0,,,http://t.co/,,demiraejepsen,,,
251028510636904448,,LOOOOOOOL. BABY DE JUSTIN BIEBER EN EUROPA FM. ¡CUANTO TIEMPO SIN OIRLA!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SilviaCalipo95,Con S De S(ilvia)exo,Un lugar llamado Mundo. Mi23.,#Directioner. #RealMadrid. Colecciono sapos. Superficial. Egoísta. Aries. Zurda. |@Cucuyonoexisto. @ItsLucius.| Me follaba la vida pero tengo a @AleErreape.,932,615,Wed Jan 18 17:04:15 +0000 2012,1348699235.0,,,,,,,,
251028511496761344,,Quisiera poder verla crecer y que diga bien fuerte mi primer beso fue con Justin Bieber -Justin sobre Avalanna❤ http://t.co/1ZKNFCmp,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",belieberhlm,i'm a Girl Swaggy ,con kidrauhl,†. Familia y DIOS❤ Mi idolo? Ese pequeño niño que solía cantar en las escaleras de un teatro #nsn. Jesús ante todo✌Instagram: vnucete,188,164,Thu Jul 22 01:32:42 +0000 2010,1348699236.0,,,,,,,,
251028512549502977,251024871365160960,RT @RuidoCensurado: RIP Avalanna Dios elimina a las fans de Justin Bieber por pendejas.,web,Srcheeto,Sr.Cheeto,,Cheeto a tiempo parcial. Hago unboxins eventualmente. Cocinando desde siempre En MI CANAL! http://www.youtube.com/user/CheetoSenior,24625,803,Sun Jan 02 14:39:09 +0000 2011,1348699235.0,,,,,RuidoCensurado,,,
251028513468059649,251023793131249665,"RT @AlsoaUnicorn: Eu não gosto de Justin Bieber, nem de 1D e vivo nesse século, me condenem",web,Chordsboy,Tony.,Rio Grande do Sul.,Too tired to breathe.,528,298,Fri Aug 19 00:10:43 +0000 2011,1348699236.0,,,,,AlsoaUnicorn,,,
251028513065418752,251020258964566016,RT @HuffingtonPost: Sad news: Justin Bieber's most adorable fan just lost her fight with brain cancer #RIPAvalanna http://t.co/uDXImQ7n,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TishTashxxx,RIP Avalanna ,England,I Love Justin Bieber he's absolutely amazing!! He's se-cute! I support Jelena!! Well Done Tom on your Bronze medal! xx http://www.tumblr.com/blog/tishtashxxx,769,1713,Fri Aug 26 16:25:23 +0000 2011,1348699236.0,RIPAvalanna,,http://t.co/uDXImQ7n,,HuffingtonPost,,,
251028514403393537,251027889095598080,"RT @DABieberBreezy: u wanna get slapped tho? RT @iKerisus ""RIP Avalanna"" wtf? That hoe was fucking Justin Bieber and pretended she had c ...","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ForJustinxo,He's Our Kidrauhl ♡ ,"Bangalore, India. :) ","I'm a Belieber and Cheryl's soldier for eternity. ♥
Forever is a long time, but eternity is longer. :)
You hurt them, I'll hurt you. As simple as that.",246,673,Mon Oct 10 13:36:39 +0000 2011,1348699236.0,,,,,DABieberBreezy,iKerisus,,
251028515225481216,231153000306069506,RT @MyBelieveTour: RETWEET for Justin Bieber. FAVORITE for Drake Bell. :),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheBiebs_Crew,selenah and biebah,,I bet you wanna fuck Justin too ,397,707,Sat Jun 02 17:27:05 +0000 2012,1348699236.0,,,,,MyBelieveTour,,,
251028515825278979,251028216171601921,"RT @butshawty: ""Justin Bieber gastou 300 mil dólares para tentar encontrar a cura do câncer que sua Belieber, Avalanna, tinha."" E INFELI ...","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ForJubsEver,Gi,Bieberlâdia♥,"Fã de um garoto que usa supras, não gosta de vidros, e se acha normal. Meu lema? Never Say Never. Meu ídolo? Justin Bieber. Minha inspiração? Kidrauhl.",612,198,Mon Oct 10 01:28:55 +0000 2011,1348699236.0,,,,,butshawty,,,
251028518673186816,,@ohtheswag que te gusta justin bieber?,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",AngelaaVL,Angela PV∞,Sevilla,Del 98.enamorada de  @Mikelino10 *_* // si me sigues te sigo :D,207,285,Sun Jul 15 18:33:10 +0000 2012,1348699237.0,,,,,ohtheswag,,,
251028522129309697,251028078929797120,@Irina_Primak Hi ! Can u please follow → @TeamMoshe ← (Justin Bieber's Bodyguard) thx :) he will follow back! RT ♥,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",hollywoodbiebz1,Justin Bieber,,,0,2,Wed Sep 26 15:52:36 +0000 2012,1348699238.0,,,,,Irina_Primak,TeamMoshe,,
251028523089805312,251020832632107008,"RT @TheBieberNotas: ""Odio a Justin Bieber"" unfollow, bloquear, reportar, suprasos.",web,rochi_caballero,I don't wanna study.,,"Please bitch, i'm a BELIEBER and i love @justinbieber ♥♥.
I don't wanna sutdy. I just wanna party!
Doy #FollowBack",436,443,Mon Jan 10 23:53:37 +0000 2011,1348699238.0,,,,,TheBieberNotas,,,
251028523710562304,245876293902663682,"RT @grandicious_: cette fille est ambassadrice de l'UNICEF,elle a un cœur en or,et vous la détestez parce qu'elle sort avec Justin Biebe ...",web,ImSwaging,Valentin* ,Belgium,"I can be your gentleman, anything you want. ♪  ~*~ Followed by @CarlyraeJepsen 20/02/12 & @CodySimpson 3/03/12 ~*~ Valentin, 17. Love me, say that you love me !",714,145,Sat Oct 08 10:02:03 +0000 2011,1348699238.0,,,,,grandicious_,,,
251028525862232064,251020454314274817,"RT @babyjbieber: ""Everytime I leave Avalanna, I'm afraid that day was the last day I see her"" - Justin Bieber. :( RIP Avalanna",web,Zattacker_Xx,Avalanna's N°1 Fan ∞,ZacIsHotterThanYouLand,Dreams are dreams until you wake up and make them real.,82,123,Sun Dec 12 18:05:49 +0000 2010,1348699239.0,,,,,babyjbieber,,,
251028526579458049,213373860274372609,"RT @MyBelieveTour: *My World Tour*: ''You say JUSTIN, I say BIEBER! *Believe tour*: ''I say BIEBER, and you say conda!''",web,PrettyInBiebs,PrettyInBiebs,,"JUSTIN IS WORTH IT!
",531,390,Sat Jul 03 18:00:17 +0000 2010,1348699239.0,,,,,MyBelieveTour,,,
251028527774838786,242012135591395328,"RT @curiosidadesfas: O Cantor Niall entre Justin Timberlake e Justin Bieber
ele prefere Justin Bieber e diz ser realmente muito fã
dele.",web,1DMyPotatoes_,Choro por eles sim ♥,"Favelândia, lá de Londres","Loved you since the first moment I saw them, and love to the end, forever. @onedirection  / Dona: Myllena /  I love condas so much",992,1176,Fri Mar 25 23:23:05 +0000 2011,1348699239.0,,,,,curiosidadesfas,,,
251028529049907200,,RT RT' @RuidoCensurado RIP Avalanna Dios elimina a las fans de Justin Bieber por pendejas.,web,JosseCumares,Jose Cumares,VENEZUELA,"con Dios ante todo futuro estudiante de Derecho super optimista y soñador sígueme !! ★
so follow me ;)",208,180,Fri Mar 18 22:48:38 +0000 2011,1348699239.0,,,,,RuidoCensurado,,,
251028532099153920,,"El es PERFECTO Justin Bieber Performs ""As Long As You Love Me"" LIVE On Dancing With The...: http://t.co/YFzjbYm4 vía @youtube","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",yuliyhBiieber,@YulianaRivas,ღ ,"♥Ame el día 12 ∂є σctυвяє~ @JustinBieber ιѕ mч ιnѕpιratιon, ιѕ му ∂яєαм, му ℓιƒє, му ℓσνє,му ωσяℓ∂♥ & soy fan de @marianoPoblete ,Amo su voz todo de EL :')",1178,1839,Thu Oct 20 00:46:01 +0000 2011,1348699240.0,,,http://t.co/YFzjbYm4,,YouTube,,,
251028534678667264,251028078858473472,@silvannasalas Hi ! Can u please follow → @TeamMoshe ← (Justin Bieber's Bodyguard) thx :) he will follow back! RT ♥,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",hollywoodbiebz1,Justin Bieber,,,1,2,Wed Sep 26 15:52:36 +0000 2012,1348699241.0,,,,,silvannasalas,TeamMoshe,,
251028535416852480,,"'Baby, baby, baby ooh!' Mam: *komt binnen* Luister je Justin Bieber?! Dochter: Nee, Ik kijk porno.' Mam: OH THANK GOD!...;-)",web,Erikb99,Erik,Huizen,"If you stand for nothing, you fall for anything!",107,459,Mon Apr 18 17:44:22 +0000 2011,1348699241.0,,,,,,,,
251028535148425218,251028117911662592,"RT @Leeyumswilly: ""#ThankYouDirectionersFromBeliebers""Lololol bc nexttime there is an award show with 1D and Justin Bieber in the same c ...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",luv_direction,0/5 forever ,0/5 wby? x,"My dream, meet @onedirection. I have One Direction Infection and will never be cured ♥ Get on with life, because life gets on without you -Zayn Malik ♥",652,1179,Wed Feb 01 00:54:31 +0000 2012,1348699241.0,ThankYouDirectionersFromBeliebers,,,,Leeyumswilly,,,
251028538201890816,251028125381689345,"RT @cyruskidrauhl: Justin perdió a su Mrs Bieber, Jazzy perdió a su mejor amiga, Las beliebers a una hermana, pero nos cuida desde el ci ...","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AnggieSerrato,  ,,"And I don't know why but with you I'd dance in a storm in my best dress, Fearless. | ballet dancer and singer of the batroom.",929,931,Sun May 23 19:10:39 +0000 2010,1348699242.0,,,,,cyruskidrauhl,,,
251028540512956416,251027126927650816,"RT @TeamOfBieber: Why are bieber haters hating on avalanna now?! What the?! It's not about Justin, it's about a little 6 yeard old girl  ...","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MariaJBNZaynxx,Directioner ;) x,London ,Hey there my name is Maria and im a #Directioner #Belieber and #Janoskianator and many more ... 1D concert 22/1/12 best night of my life x FOLLOW ME!!,1541,1848,Sun Dec 12 21:16:35 +0000 2010,1348699242.0,,,,,TeamOfBieber,,,
251028540974329858,251007926427340800,"RT @carlosdelgadoo: No me gusta Justin Bieber, pero es admirable lo que hizo por ese angelito que yace en el cielo. RIP Avalanna.",web,caribelieber01,#3DaysforBelieveTour,,"Soy #BELIEBER de corazon,amo a @justinbieber el es mi inspiracion y el que me incentiva a creer en mis sueños y nunca darme por vencida #Neversaynever *-*",757,1652,Fri Mar 02 19:26:47 +0000 2012,1348699242.0,,,,,carlosdelgadoo,,,
251028542610108416,250894791083163648,RT @SnapBackBiebers: Wouldn't mind that job...😉 #justin #justinbieber #bieber #kidrauhl  http://t.co/JN1dsQis,web,SomerhalderM,Melii Directioner,,I'm Directioner and I proud of that!I will always be Directioner. :) 18/9/2012 @MollyTDeakin follows me!Thank you! :) 3,923,2000,Sun Oct 02 20:24:59 +0000 2011,1348699243.0,justin,justinbieber,http://t.co/JN1dsQis,,SnapBackBiebers,,,
251028544728207360,251028125381689345,"RT @cyruskidrauhl: Justin perdió a su Mrs Bieber, Jazzy perdió a su mejor amiga, Las beliebers a una hermana, pero nos cuida desde el ci ...",web,GemitaMera,__forever with you♥∞,"Nubes,el suelo tiene idiotas✝ ","Con los PIES en la TIERRA y la MENTE en mi MUNDO!   _________________ Espacio reservado para el dia que conozca a mis idolos y cumpla mis sueños! SONRIE :)
",1233,1007,Tue Nov 16 00:12:40 +0000 2010,1348699243.0,,,,,cyruskidrauhl,,,
251028546074578944,,RIP Avalanna Justin Bieber -  Down To Earth  http://t.co/Ln64vAfz via @youtube,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",BieberHigher,I FOLLOW BACK,16/09/12,"I love @justinbieber , wbu ? 












",48922,10663,Fri Sep 03 06:31:32 +0000 2010,1348699243.0,,,http://t.co/Ln64vAfz,,YouTube,,,
251028546108149760,,Justin Bieber's Mom Writes About Abuse and Suicide Attempt In New Book http://t.co/PtBBq4bU Via @JohnBasedow @buzz60,web,Pitagirl90,Lucy Candelaria ,,I'm known as Pitagirl! Lol :) ,57,107,Tue Jun 05 21:57:07 +0000 2012,1348699243.0,,,http://t.co/PtBBq4bU,,JohnBasedow,buzz60,,
251028547743911937,,Justin Bieber estava certo O_O,web,adamyth,Adam Andres,Ville Join xD,Viver e não ter a vergonha de ser feliz...,72,71,Wed Jun 10 16:07:31 +0000 2009,1348699244.0,,,,,,,,
251028548268212225,,jongens wie is avalanna en wat heeft ze met justin bieber te maken wil ik dit wel weten,web,thelegendofeva,Eva.,✝✝✝✝,"Reality is a lovely place, but I wouldn't want to live there.",255,186,Tue Nov 17 16:58:22 +0000 2009,1348699244.0,,,,,,,,
251028548410826752,251028078644572161,@vidalluana_ Hi ! Can u please follow → @TeamMoshe ← (Justin Bieber's Bodyguard) thx :) he will follow back! RT ♥,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",hollywoodbiebz1,Justin Bieber,,,1,2,Wed Sep 26 15:52:36 +0000 2012,1348699244.0,,,,,vidalluana_,TeamMoshe,,
251028549241294848,251028416344772609,"RT @MyJus10_: ""Toda vez que eu vejo Avalanna, tenho medo que seja a última vez"" - Justin Bieber",web,ProudOfJDrew,Avalanna Our Angel.,since : 17/07/12,"ATIREI O PAU NO FREDO DO DO,MAS O SCOOTER TER NÃO GOSTOU TOU TOU, E O KENNY NY ME BATEU TEU TEU,DAI VEIO O JUSTIN E ME DEFENDEU, MIAU ♫♪ ",855,1264,Mon Jul 16 23:26:53 +0000 2012,1348699244.0,,,,,MyJus10_,,,
251028550252122112,251019689759760384,"RT @upwithmybiebs: ""Sólo espero verla crecer y oírla decir que su primer beso fue conmigo."" - Justin Bieber. RIP Avalanna :'(.",web,rochi_caballero,I don't wanna study.,,"Please bitch, i'm a BELIEBER and i love @justinbieber ♥♥.
I don't wanna sutdy. I just wanna party!
Doy #FollowBack",436,443,Mon Jan 10 23:53:37 +0000 2011,1348699244.0,,,,,upwithmybiebs,,,
251028551476846592,,Avalanna will always be Mrs Bieber in my eyes! and she will be looking down at every one of u Beliebers and Justin saying they are my family,web,Bieberswaggiiee,Belieber ,Biebers world,Hey this is Sammy and I'm a huge Belieber have been since 2008-2012 and will remain for the rest of my life check my channel SammyXXgirl1 on youtube thanks!,84,126,Wed May 26 18:42:04 +0000 2010,1348699245.0,,,,,,,,
251028551573327872,,"VÍDEO:'Meus fãs me inspiram muito', Justin Bieber fala da Believe Tour e mais para a Capricho: http://t.co/wwz4OXGI via @BiebersManiaBR","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",RioBeliebers,Beliebers,,I am a Beliebers and I love to be who I am!,124,211,Mon Jul 09 17:45:13 +0000 2012,1348699245.0,,,http://t.co/wwz4OXGI,,BiebersManiaBR,,,
251028551506198528,251028289458692096,RT @swagonmissbrown: certo che su fb ci sono tantissime pagine bimbominchiose su 1D e Justin..cioè voglio capire che vi piacciono ma 'Ju ...,web,xxShootingStar_,ZɑNɩHɑLơ's Pɑφɳɛcɑκε,Lost in 1Derland...,"@Louis_Tomlinson once was my boyfriend, but Voldemort deleted his memory.
Now he doesn't know me, but he's happy.
And if he's happy, I'm happy.
",210,535,Sun Dec 11 17:48:29 +0000 2011,1348699245.0,,,,,swagonmissbrown,,,
251028552487694337,250957613783715842,"RT @Jereminuscule: Je suis un sans cœur parce que je ne chiale pas étant donné que je ne suis pas une groupie de Justin Bieber, mon dieu.",web,InesMakelela,I'm god †,,"Ma bio est disponible à la fnac, à majuscule et dans toutes les grandes surfaces. follow me, bitch !",130,154,Sun Jun 24 11:47:11 +0000 2012,1348699245.0,,,,,Jereminuscule,,,
251028553167171584,,@Orlannus_ Tu veux bien voter s'il te plait ? &gt;&gt;&gt; http://t.co/TgGsOmYL Désoler du dérangement ♥ #RIPAvalanna,web,_YeahBeliebers,RIP Avalanna ~ ♥.,All Around The World,#beliebers ∞ 19/03/13 → #BELIEVEtour | Justin followed me 22/07. ♥,5258,87,Mon Aug 01 10:37:49 +0000 2011,1348699245.0,RIPAvalanna,,http://t.co/TgGsOmYL,,Orlannus_,,,
251028555033616385,251027286776745984,"@Angieesitaa +querían mucho, ella era la 'novia' de Justin Bieber y era muy linda. 
(Falleció de cáncer).","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Adkinsland,  Axsa and Lia♡.,With Adele over the moon♡.,"Propietaria de unos intensos ojos verdes, despreocupada ante los comentarios sobre su peso y con un bebé en camino, esa es mi ídola. 29|06. ",1277,1062,Mon Jan 16 22:25:55 +0000 2012,1348699246.0,,,,,Angieesitaa,,,
251028555373375488,251024871365160960,RT @RuidoCensurado: RIP Avalanna Dios elimina a las fans de Justin Bieber por pendejas.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vodkabulary,Roger Wazowsky,"Barcelona, Catalunya",18. Estudiant d'Ingenieria de Telecomunicacions. Filòsof principiant. Irònic i sarcàstic de professió. Dormilega i amant del junk food.,1302,1648,Sun Jun 20 11:10:26 +0000 2010,1348699246.0,,,,,RuidoCensurado,,,
251028558506504192,,#20CantantesQueAmo Justin Bieber.,web,rocicurto25,rocio curto ,,"Valora lo que tienes que lo puedes perder. #BT , me gusta la musica, si no te gusta como soy lo siento , no voy a cambiar.",154,382,Sun Nov 06 11:49:26 +0000 2011,1348699246.0,20CantantesQueAmo,,,,,,,
251028559953534976,213373860274372609,"RT @MyBelieveTour: *My World Tour*: ''You say JUSTIN, I say BIEBER! *Believe tour*: ''I say BIEBER, and you say conda!''","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Phoqueme,laura. ,w/ you.,"Je suis la 7ème merveille du monde, si tu me follow tu seras la 8ème. AMBRE VIVIER♥",753,183,Mon Aug 08 20:32:04 +0000 2011,1348699247.0,,,,,MyBelieveTour,,,
251028560016441345,250949680337416192,"RT @ElIenDeGenares: Who wants tickets to see 1D and Justin Bieber on my show? If you do, follow @FreddyAmazin and retweet this!","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",erinnelson_,Erin Nelson,"PEI, Canada",13 & Canadian. Follow me!,86,293,Sun Mar 20 12:29:10 +0000 2011,1348699247.0,,,,,ElIenDeGenares,FreddyAmazin,,
251028561664802816,251028076836827136,@lBieberFeverARG Hi ! Can u please follow → @TeamMoshe ← (Justin Bieber's Bodyguard) thx :) he will follow back! RT ♥,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",hollywoodbiebz1,Justin Bieber,,,1,2,Wed Sep 26 15:52:36 +0000 2012,1348699247.0,,,,,lBieberFeverARG,TeamMoshe,,
251028564458229761,,"While Justin Bieber prepares to launch a worldwide tour, Sean Kingston has been caught up in the media for taking Bieber's $100,000 car.",web,Song_Area,SongArea,USA,Create a free music playlist easly from more than a million music files then post it to your pages like Facebook or your personal blogs and enjoy listening. ,10201,21,Sun Sep 23 01:14:38 +0000 2012,1348699248.0,,,,,,,,
251028564223344640,249447487629307905,RT @EenieMeanie4eva: Fan: Justin Bieber. Belieber: Kidrauhl. Fan: Pattie Mallette. Belieber: Studio Mama. Fan: Jeremy Bieber. Belieber:  ...,web,FanPoland,She Come Back For Us,All Around The World  ♥,"I have 15  years. I love music. I'm waiting for the concert @CodySimpson, @justinbieber, @Beyonce, @emelisande in Poland ♥",359,296,Tue Dec 06 20:59:33 +0000 2011,1348699248.0,,,,,EenieMeanie4eva,,,
251028565863305218,,"#20CantantesQueAmo Justin Bieber , One Direction , Miley Cyrus &amp; Demi Lovato.",web,Yanii_Swag,Yąnỉ†,,Niall se comió mi biografía.,546,412,Wed Aug 01 03:26:04 +0000 2012,1348699248.0,20CantantesQueAmo,,,,,,,
251028566119153664,251028416344772609,"RT @MyJus10_: ""Toda vez que eu vejo Avalanna, tenho medo que seja a última vez"" - Justin Bieber",web,demidojubs,RIP Little Avalanna,,"Demetria Devonne Lovato and Justin Drew Bieber are my biggest inspirations. I love them, and I hope one day I can say this for them. Belieber and Lovatic .♥",64,181,Thu Sep 13 00:25:23 +0000 2012,1348699248.0,,,,,MyJus10_,,,
251028566861565954,,#JustinBieber #Justin #Bieber #Bieberblast #Beliebers #Avalanna #RIPAvalanna #Directioners #Love #Support #R http://t.co/2tdxvdsh,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",BiebsHasSwaaaag,Biebs Has Swag,BieberLand,Love @justinbieber with all my heart. Belieber since the beggining and till the end.#BeliebersGoHard,20,11,Tue Sep 25 16:47:51 +0000 2012,1348699248.0,JustinBieber,Justin,http://t.co/2tdxvdsh,,,,,
251028567838818305,,"I was walking in the hall today and I heard ""OMG its jake pociluyko!!! Ahhhhhhhhhh!!!"" now I know what it's like to be Justin bieber.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dragonhawk924,The Jake Pociluyko ,,Son.Student.Amateur Comedian.Warrior.Human Shower Curtain.Part Time Werewolve.,201,144,Fri Aug 05 04:48:34 +0000 2011,1348699249.0,,,,,,,,
251028567847215105,,&lt;3 im in school just thinking about justin bieber and i always hate when people tell me to stop singing i fucking have a dream &lt;3&lt;3,web,mzbieberwifey1,shakita coleman,chicago,,4,12,Fri Apr 01 23:23:50 +0000 2011,1348699249.0,,,,,,,,
251028567541035008,224957166317076480,"RT @MyBelieveTour: Justin Bieber, Justin Bieber, Justin Bieber, Justin Beiber, Justin Bieber, Justin Bieber, Justin Bieber. Retweet if y ...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DAMNGLASSWALLS,Goodbye Avalanna :'(,Im in bed with justin bieber,BELIEBER SINCE 08! I LOVE EVER SINGLE ONE OF MY 27.3 MILLION BROTHERS AND SISTERS YALL ARE AWESOME PLEASE PLEASE FOLLLOW O LOVE YOUUUUUUUUUUUUUU,65,84,Sun Sep 09 13:32:14 +0000 2012,1348699249.0,,,,,MyBelieveTour,,,
251028568207921152,251019590249893889,RT @TheBieberNotas: ¿Yo amarte? JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA ¿Que te ...,web,rochi_caballero,I don't wanna study.,,"Please bitch, i'm a BELIEBER and i love @justinbieber ♥♥.
I don't wanna sutdy. I just wanna party!
Doy #FollowBack",436,443,Mon Jan 10 23:53:37 +0000 2011,1348699249.0,,,,,TheBieberNotas,,,
251028569298440193,,Avalanna Routh and Justin Bieber Tribute - Be Alright: http://t.co/NnEkNUER via @youtube MOST RESPECT. @justinbieber BE STRONG.,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",Carol_Beebs,karolina.biebeer(CZ),czech republic,"I'm from czech republic. I know it's really small country, but I will believe forever. I love U Justin SO MUCH.  Belieber forever and never say never.",44,107,Sun Apr 11 15:39:23 +0000 2010,1348699249.0,,,http://t.co/NnEkNUER,,YouTube,justinbieber,,
251028569852100608,,96.3 is playing Justin Bieber...Yayy!!!,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",bougiee_ray,Stephen Fassl,Los Angeles,"Legit user since '09. I'm just like a celebrity, I get so much bad press",143,221,Thu Apr 02 00:04:32 +0000 2009,1348699249.0,,,,,,,,
251028573509525504,,@Melanichedehors Tu veux bien voter s'il te plait ? &gt;&gt;&gt; http://t.co/TgGsOmYL Désoler du dérangement ♥ #RIPAvalanna,web,_YeahBeliebers,RIP Avalanna ~ ♥.,All Around The World,#beliebers ∞ 19/03/13 → #BELIEVEtour | Justin followed me 22/07. ♥,5258,87,Mon Aug 01 10:37:49 +0000 2011,1348699250.0,RIPAvalanna,,http://t.co/TgGsOmYL,,Melanichedehors,,,
